pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,llm_provider,llm_model,final_merge_confidence
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__1cd844539fe1,attr_domain_specific_overlays__number_of_lawyer_r_is_acquainted_with__26c5a41994,attr_domain_specific_overlays__number_of_republican_r_is_acquainted_with__530acaf03a,number of lawyer r is acquainted with,number of republican r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7637,0.8462,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.738,not_related,keep_separate,none,0.9,Number of acquaintances differ by category (lawyer vs republican).,openai,gpt-4.1-mini,0.832
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__dcb1871fcec9,attr_worldview_beliefs_and_attitu__number_of_asian_r_trust__ba0bb0cfc6,attr_worldview_beliefs_and_attitu__number_of_hispanic_r_trust__6677d49c4b,number of asian r trust,number of hispanic r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7586,0.8571,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7379,not_related,keep_separate,none,0.9,Number trusted differ by ethnicity (asian vs hispanic).,openai,gpt-4.1-mini,0.8321
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__d9bdab96d26c,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group3__835bdf5f09,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group4__9ecf93d07f,how many years r born a member of fraternity group3,how many years r born a member of informal group4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7573,0.86,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7379,not_related,unsure,none,0,,openai,gpt-4.1-mini,0.4271
pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__fa852ca240e3,attr_social_identity_relationship__number_of_gay_in_neighborhood__c4fbabdefe,attr_social_identity_relationship__number_of_mark_in_neighborhood__866e2e7db4,number of gay in neighborhood,number of mark in neighborhood,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.7321,0.9153,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7379,not_related,keep_separate,none,0.9,Number of different individuals in neighborhood (gay vs mark) are distinct.,openai,gpt-4.1-mini,0.8329
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__43c95b1e678a,attr_domain_specific_overlays__number_of_brother_deaths__c7bbcd5e87,attr_domain_specific_overlays__number_of_friend_deaths__d22a5cf431,number of brother deaths,number of friend deaths,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7805,0.8085,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7378,not_related,keep_separate,none,0.9,Number of deaths differ by relation (brother vs friend).,openai,gpt-4.1-mini,0.8314
pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__6d2ef1c8869c,attr_social_identity_relationship__number_of_cohabiting_ppl_in_voluntary_association__ca4a9f9ba5,attr_social_identity_relationship__number_of_white_in_voluntary_association__655e1409fc,number of cohabiting ppl in voluntary association,number of white in voluntary association,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.7599,0.8539,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7378,not_related,keep_separate,none,0.9,Number of cohabiting people vs number of white in voluntary association differ conceptually.,openai,gpt-4.1-mini,0.832
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__98cb5e050194,attr_worldview_beliefs_and_attitu__hobbies_camping__99958be378,attr_worldview_beliefs_and_attitu__hobbies_gardening__97e96f7394,Hobbies - Camping,Hobbies - Gardening,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8484,0.7778,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7377,not_related,keep_separate,none,0.9,Different hobbies (camping vs gardening) are distinct preferences.,openai,gpt-4.1-mini,0.8273
pair_attr_personality_traits_respect_othe__attr_personality_traits_respect_the__e46e27ce2934,attr_personality_traits__respect_others__fca832d627,attr_personality_traits__respect_the_opinions_of_others__625c7b37fe,Respect others.,Respect the opinions of others.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8448,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7377,alias_of,merge,symmetric,0.9,Respect others and respect opinions of others measure same construct.,openai,gpt-4.1-mini,0.8294
pair_attr_life_context_and_constraints_go__attr_life_context_and_constraints_go__d07f017b0aab,attr_life_context_and_constraints__govnmnt_should_fix_income_differences__4b86395197,attr_life_context_and_constraints__govts_resp_reduce_income_differences__7b7da8a2a4,govnmnt should fix income differences,govts resp: reduce income differences,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8407,0.6757,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7377,alias_of,merge,symmetric,0.9,Government should fix income differences and govt responsibility to reduce income differences are same.,openai,gpt-4.1-mini,0.8295
pair_attr_cognitive_and_capability_pro_fa__attr_cognitive_and_capability_pro_fa__a6e4f39e9d87,attr_cognitive_and_capability_pro__familiarity_ecology__e3db8871ab,attr_cognitive_and_capability_pro__familiarity_geology__acb8672cef,Familiarity: Ecology,Familiarity: Geology,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.7701,0.95,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7377,not_related,keep_separate,none,0.9,Familiarity with Ecology vs Geology are distinct knowledge domains.,openai,gpt-4.1-mini,0.8296
pair_attr_behavioral_patterns_and_pref_cu__attr_behavioral_patterns_and_pref_cu__27385d67cf4b,attr_behavioral_patterns_and_pref__cuisine_chinese__fc918b4ba9,attr_behavioral_patterns_and_pref__cuisine_indian__aff6fe27c5,Cuisine: Chinese,Cuisine: Indian,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.7883,0.7097,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7376,not_related,keep_separate,none,0.9,Taste for different cuisines (Chinese vs Indian) are distinct preferences.,openai,gpt-4.1-mini,0.799
pair_attr_demographics_and_population_reg__attr_demographics_and_population_sex__cdc0bdfd8fab,attr_demographics_and_population__region_of_murder_victim_3rd_closest_to_r__e34fa1cd01,attr_demographics_and_population__sex_of_murder_victim_2nd_closest_to_r__a72ecf19ed,region of murder victim 3rd closest to r,sex of murder victim 2nd closest to r,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7579,0.8571,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7375,not_related,keep_separate,none,0.9,Region of murder victim vs sex of murder victim differ conceptually.,openai,gpt-4.1-mini,0.8319
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__e8a93e101567,attr_worldview_beliefs_and_attitu__number_of_asian_r_trust__ba0bb0cfc6,attr_worldview_beliefs_and_attitu__number_of_kevin_r_trust__a24e961260,number of asian r trust,number of kevin r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7521,0.8696,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7375,not_related,keep_separate,none,0.9,"Number trusted differ by person (asian vs kevin), distinct constructs.",openai,gpt-4.1-mini,0.832
pair_attr_domain_specific_overlays_music__attr_domain_specific_overlays_music__dd7c5419e272,attr_domain_specific_overlays__music_r_and_b__111d79973e,attr_domain_specific_overlays__music_synthwave__b5cd7776d1,Music: R&B,Music: Synthwave,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.6562,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7375,not_related,keep_separate,none,0.8,Taste for different music genres (R&B vs Synthwave) are distinct.,openai,gpt-4.1-mini,0.7579
pair_attr_social_identity_relationship_fa__attr_social_identity_relationship_fa__ac9c7615fd90,attr_social_identity_relationship__family_and_children__88335ad9bf,attr_social_identity_relationship__family_life__d79305916f,family and children,family life,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.8745,0.6,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7374,alias_of,merge,symmetric,0.9,Family and children vs family life are closely related and likely same construct.,openai,gpt-4.1-mini,0.8283
pair_attr_personality_traits_come_up_with__attr_personality_traits_come_up_with__d2bea5e684a4,attr_personality_traits__come_up_with_a_solution_right_away__e96a32802b,attr_personality_traits__come_up_with_good_solutions__260d681c83,Come up with a solution right away.,Come up with good solutions.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8152,0.7302,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7373,alias_of,merge,symmetric,0.9,"Both measure ability to come up with solutions immediately, same construct.",openai,gpt-4.1-mini,0.83
pair_attr_personality_traits_am_not_easil__attr_personality_traits_am_not_easil__bb566f8bb944,attr_personality_traits__am_not_easily_amused__1520c65be8,attr_personality_traits__am_not_easily_distracted__836e582978,Am not easily amused.,Am not easily distracted.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7913,0.7826,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7373,not_related,keep_separate,none,0.9,Not easily amused and not easily distracted are different personality traits.,openai,gpt-4.1-mini,0.8307
pair_attr_personality_traits_assume_that__attr_personality_traits_believe_that__b8612f21c0e8,attr_personality_traits__assume_that_most_people_lie_or_cheat_to_get_ahead__b1afea1d5b,attr_personality_traits__believe_that_most_people_would_lie_to_get_ahead__40234190b8,Assume that most people lie or cheat to get ahead.,Believe that most people would lie to get ahead.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8128,0.7347,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7371,alias_of,merge,symmetric,0.9,Assuming and believing most people lie or cheat to get ahead measure same construct.,openai,gpt-4.1-mini,0.83
pair_attr_personality_traits_am_easily_di__attr_personality_traits_am_easily_di__7403b6dd57bb,attr_personality_traits__am_easily_discouraged__5da359008c,attr_personality_traits__am_easily_distracted__c1e625ec1e,Am easily discouraged.,Am easily distracted.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7661,0.8372,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7371,not_related,keep_separate,none,0.9,Easily discouraged and easily distracted are different personality traits.,openai,gpt-4.1-mini,0.8314
pair_attr_demographics_and_population_any__attr_demographics_and_population_any__085b1e11515c,attr_demographics_and_population__any_opp_race_in_neighborhood__365c47a9e9,attr_demographics_and_population__any_opp_race_living_close_to_r__74b92c85c9,any opp. race in neighborhood,any opp. race living close to r,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8433,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7369,alias_of,merge,symmetric,0.9,Any opposite race in neighborhood and living close to r are semantically equivalent.,openai,gpt-4.1-mini,0.8289
pair_attr_personality_traits_am_easily_di__attr_personality_traits_am_easily_di__2b13434dc79d,attr_personality_traits__am_easily_discouraged__5da359008c,attr_personality_traits__am_easily_disoriented__92f150854f,Am easily discouraged.,Am easily disoriented.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7743,0.8182,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7368,not_related,keep_separate,none,0.9,Easily discouraged and easily disoriented are different personality traits.,openai,gpt-4.1-mini,0.831
pair_attr_demographics_and_population_mar__attr_demographics_and_population_mar__521d7cd341c7,attr_demographics_and_population__marital_status__b948302ff2,attr_demographics_and_population__marital_status_of_1st_person__7a49c63d9d,marital status,marital status of 1st person,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8544,0.6667,0.6675,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7367,alias_of,merge,symmetric,0.9,Marital status and marital status of 1st person are semantically equivalent.,openai,gpt-4.1-mini,0.8281
