pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model
pair_attr_domain_specific_overlays_should__attr_domain_specific_overlays_should__e1b7db7192e4,attr_domain_specific_overlays__should_marijuana_be_made_legal__6c29da8eba,attr_domain_specific_overlays__should_marijuana_be_made_legal_no_volunteered_response__e3ebcf4a58,should marijuana be made legal,should marijuana be made legal (no volunteered response on web),Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8115,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8,0.8027,duplicate_of,merge,symmetric,0.95,"Same question about marijuana legalization, only difference is response mode.",0.8619,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_at__attr_worldview_beliefs_and_attitu_la__005cacbc7671,attr_worldview_beliefs_and_attitu__attended_religious_services_last_tuesday__42704f2d78,attr_worldview_beliefs_and_attitu__last_week_attended_religious_services__2f2b6284ea,attended religious services last tuesday,last week attended religious services?,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9022,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8026,duplicate_of,merge,symmetric,0.95,Both measure attendance at religious services in similar recent time frames.,0.8891,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_no__attr_life_context_and_constraints_no__d172c3b60df0,attr_life_context_and_constraints__no_of_hours_partner_usually_works_a_week__827be40ccd,attr_life_context_and_constraints__no_of_hrs_spouse_usually_works_a_week__b27a489da4,no. of hours partner usually works a week,no. of hrs spouse usually works a week,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8746,0.8608,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8026,alias_of,merge,symmetric,0.95,Partner and spouse are synonyms here; measure same construct.,0.8899,openai,gpt-4.1-mini
pair_attr_personality_traits_attractivene__attr_personality_traits_physical_att__baef579b999a,attr_personality_traits__attractiveness__a9383de5ec,attr_personality_traits__physical_attractiveness_physical_attractiveness_ration__fb6985b593,Attractiveness,Physical Attractiveness Physical Attractiveness: Rational Scale,Personality Traits,Personality Traits,ipip personality scales,ipip personality scales,0.8109,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8024,alias_of,merge,symmetric,0.9,"Both measure attractiveness, one explicitly physical; effectively same construct.",0.8692,openai,gpt-4.1-mini
pair_attr_personality_traits_expect_the_w__attr_personality_traits_expect_the_w__3eb5c990d9ff,attr_personality_traits__expect_the_worst__91b73d45aa,attr_personality_traits__expect_the_worst_to_happen__700babef0e,Expect the worst.,Expect the worst to happen.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9137,0.7727,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8021,duplicate_of,merge,symmetric,0.95,Same IPIP item with minor wording difference; measure same construct.,0.8885,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_at__attr_worldview_beliefs_and_attitu_la__a39a0369887a,attr_worldview_beliefs_and_attitu__attended_religious_services_last_monday__8710cb8320,attr_worldview_beliefs_and_attitu__last_week_attended_religious_services__2f2b6284ea,attended religious services last monday,last week attended religious services?,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9002,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8015,duplicate_of,merge,symmetric,0.95,Attendance at religious services last Monday vs last week; effectively same construct.,0.8885,openai,gpt-4.1-mini
pair_attr_personality_traits_consider_oth__attr_personality_traits_consider_oth__e5325222054f,attr_personality_traits__consider_others_advice__0ebd412878,attr_personality_traits__consider_others_opinions__8a35568365,Consider others' advice.,Consider others' opinions.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9174,0.76,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.801,alias_of,merge,symmetric,0.95,Consider others' advice and opinions are synonymous constructs.,0.8877,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_em__attr_life_context_and_constraints_em__8f84ba58f64a,attr_life_context_and_constraints__employers_right_to_hire_by_cancertests__b1169193f7,attr_life_context_and_constraints__employers_right_to_hire_by_genetic_tests__7a4ec0e832,employers' right to hire by cancertests,employers' right to hire by genetic tests,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8748,0.85,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8001,alias_of,merge,symmetric,0.9,Employers' right to hire by cancer tests vs genetic tests are synonymous.,0.8659,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ma__attr_values_goals_and_motivations_ma__f933a2d011d3,attr_life_context_and_constraints__main_source_of_economic_support__b37ba779da,attr_values_goals_and_motivations__main_source_of_economic_support__a409c60fc7,main source of economic support,main source of economic support,Life Context & Constraints,"Values, Goals & Motivations",life context and constraints,values goals and motivations,0.8046,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7989,duplicate_of,merge,symmetric,0.95,Same label and meaning across different categories; measure same construct.,0.8898,openai,gpt-4.1-mini
pair_attr_demographics_and_population_cho__attr_demographics_and_population_nat__6db6bc054424,attr_demographics_and_population__choose_one_or_more_races_that_you_consider_yourself_to__85a683bd00,attr_demographics_and_population__native_hawaiian_or_other_pacific_islander__3ed8c2704c,Choose one or more races that you consider yourself to be - Native Hawaiian or Other Pacific Islander,native hawaiian or other pacific islander,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8148,0.8333,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8333,0.798,duplicate_of,merge,symmetric,0.95,Both attributes capture Native Hawaiian or Other Pacific Islander race identification.,0.8579,openai,gpt-4.1-mini
pair_attr_personality_traits_believe_in_h__attr_personality_traits_believe_in_t__25329db6ba68,attr_personality_traits__believe_in_human_goodness__b53756eb23,attr_personality_traits__believe_in_the_goodness_of_human_nature__83ddf4680d,Believe in human goodness.,Believe in the goodness of human nature.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9163,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7979,duplicate_of,merge,symmetric,0.95,"Both measure belief in human goodness, same construct with slightly different wording.",0.8858,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_nu__attr_life_context_and_constraints_nu__fd5b5b20f4ab,attr_life_context_and_constraints__number_of_hours_partner_worked_last_week__0b0f142e04,attr_life_context_and_constraints__number_of_hrs_spouse_worked_last_week__6995de66c5,number of hours partner worked last week,number of hrs spouse worked last week,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8676,0.8571,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7979,duplicate_of,merge,symmetric,0.95,Number of hours partner vs spouse worked last week measure same construct.,0.8873,openai,gpt-4.1-mini
pair_attr_personality_traits_like_to_plea__attr_personality_traits_want_to_plea__a5dbc74aff37,attr_personality_traits__like_to_please_others__d5017bb02c,attr_personality_traits__want_to_please_others__ed6dbaa1e7,Like to please others.,Want to please others.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8843,0.8182,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7973,duplicate_of,merge,symmetric,0.95,Like to please others and want to please others measure same construct with minor wording difference.,0.8865,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_pa__attr_worldview_beliefs_and_attitu_sp__022283b85d72,attr_worldview_beliefs_and_attitu__partner_s_religious_preference__0034af77c1,attr_worldview_beliefs_and_attitu__spouse_s_religious_preference__ceb08a2444,partner's religious preference,spouse's religious preference,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.8703,0.8475,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.797,alias_of,merge,symmetric,0.9,Partner and spouse religious preference measure the same construct.,0.8642,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__8b7b31d4b1b4,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group2__6972419d51,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_fraternity3__a5fb60651d,how many years r born a member of fraternity group2,how many years r born a member of school fraternity3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.867,0.8544,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7969,alias_of,merge,symmetric,0.9,Years born a member of fraternity group variants are aliases measuring same construct.,0.8642,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_r__attr_worldview_beliefs_and_attitu_r__90583f1bd770,attr_worldview_beliefs_and_attitu__r_sought_political_info_general_interest_magazines__bf49aa6b14,attr_worldview_beliefs_and_attitu__r_sought_political_information_political_magazine__1aed617c80,r sought political info general interest magazines,r sought political information political magazine,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9333,0.7071,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7965,alias_of,merge,symmetric,0.9,Seeking political info from general interest vs political magazines are aliases.,0.862,openai,gpt-4.1-mini
pair_attr_demographics_and_population_bir__attr_demographics_and_population_bir__9addb785f470,attr_demographics_and_population__birth_year_of_r_2nd_sibling__ed4bfeeacb,attr_demographics_and_population__birth_year_of_r_7th_sibling__39dcff5fba,birth year of r 2nd sibling,birth year of r 7th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.85,0.8889,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7961,alias_of,merge,symmetric,0.9,Birth year of different siblings are aliases of same construct.,0.8643,openai,gpt-4.1-mini
pair_attr_personality_traits_think_i_woul__attr_personality_traits_would_make_a__0daf344eb7f2,attr_personality_traits__think_i_would_make_a_good_actor__0ddc725a67,attr_personality_traits__would_make_a_good_actor__dc615e5d21,Think I would make a good actor.,Would make a good actor.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8636,0.8571,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7957,alias_of,merge,symmetric,0.9,Thinking would make good actor and would make good actor are aliases.,0.8636,openai,gpt-4.1-mini
pair_attr_demographics_and_population_imm__attr_demographics_and_population_mor__06f15a35ca73,attr_demographics_and_population__immigrants_increase_crime_rates__fa884a7101,attr_demographics_and_population__more_immigrants_cause_higher_crime_rates__9513a7fe4b,immigrants increase crime rates,more immigrants cause higher crime rates,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9074,0.7606,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7956,alias_of,merge,symmetric,0.9,Immigrants increase crime rates and more immigrants cause higher crime rates are aliases.,0.8622,openai,gpt-4.1-mini
pair_attr_personality_traits_act_without__attr_personality_traits_act_without__1a260f42712d,attr_personality_traits__act_without_planning__4d2360ea86,attr_personality_traits__act_without_thinking__b081d80774,Act without planning.,Act without thinking.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8849,0.8095,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7955,alias_of,merge,symmetric,0.9,Act without planning and act without thinking are aliases.,0.8628,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__fd3dbb026b18,attr_life_context_and_constraints__how_many_r_belongs_to_school_service_groups__9d0614ffcc,attr_life_context_and_constraints__how_many_r_belongs_to_service_clubs__45541a5cfb,how many r belongs to school service groups,how many r belongs to service clubs,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8799,0.8205,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7955,alias_of,merge,symmetric,0.9,Belonging to school service groups and service clubs are aliases.,0.863,openai,gpt-4.1-mini
