pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model,edge_weight
pair_attr_cognitive_and_capability_pro_fa__attr_cognitive_and_capability_pro_fa__a4cf8c1c4c0e,attr_cognitive_and_capability_pro__familiarity_civil_engineering__1dbaee6f96,attr_cognitive_and_capability_pro__familiarity_sound_engineering__55e299c8bf,Familiarity: Civil engineering,Familiarity: Sound engineering,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.775,0.8333,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7612,related_but_distinct,keep_separate,none,0.9,Familiarity with different engineering disciplines; related but distinct.,0.8136,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_r__879b956caec9,attr_life_context_and_constraints__how_many_r_belongs_to_informal_groups__b221b55187,attr_life_context_and_constraints__r_belongs_to_more_than_one_informal_groups__74547e26c4,how many r belongs to informal groups,r belongs to more than one informal groups,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8682,0.7089,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7611,related_but_distinct,keep_separate,none,0.9,Number of informal groups vs belonging to multiple informal groups; related but distinct measures.,0.8427,openai,gpt-4.1-mini,0.522
pair_attr_worldview_beliefs_and_attitu_r__attr_worldview_beliefs_and_attitu_r__9cba21a8b8dd,attr_worldview_beliefs_and_attitu__r_use_political_information_site_in_past_30_day__9df1b5234e,attr_worldview_beliefs_and_attitu__r_use_religion_site_in_past_30_days__2cc0d0866b,r use political information site in past 30 day,r use religion site in past 30 days,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,religiosity and spiritual beliefs,0.8466,0.7561,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7611,related_but_distinct,keep_separate,none,0.9,Use of political info site vs religion site; related but distinct information sources.,0.8433,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_se__7b10fbc8285f,attr_life_context_and_constraints__hobby_club3_meets_in_this_area__e183f36e03,attr_life_context_and_constraints__service_club3_meets_in_this_area__0b405ccd9c,hobby club3 meets in this area,service club3 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8237,0.8065,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7611,related_but_distinct,keep_separate,none,0.9,Hobby club vs service club meeting in area; related but distinct club types.,0.844,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_im__attr_life_context_and_constraints_im__68c677d929bd,attr_life_context_and_constraints__importance_of_experience_to_pay__2e6aa21792,attr_life_context_and_constraints__importance_of_performance_to_pay__3176ad342d,importance of experience to pay,importance of performance to pay,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8008,0.8571,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7611,related_but_distinct,keep_separate,none,0.9,Importance of experience vs performance to pay; related but distinct motivators.,0.8447,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_no__d1d55fe88fd1,attr_life_context_and_constraints__how_many_hrs_week_do_you_usually_work__470b8e8cc8,attr_life_context_and_constraints__no_of_hrs_spouse_usually_works_a_week__b27a489da4,how many hrs/week do you usually work,no. of hrs spouse usually works a week,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7964,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7611,related_but_distinct,keep_separate,none,0.85,Hours usually worked vs spouse's hours; related but distinct individuals.,0.7924,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_po__attr_life_context_and_constraints_sp__1e5f23d8db21,attr_life_context_and_constraints__political_club2_meets_in_this_area__0b9a6686ae,attr_life_context_and_constraints__sport_club2_meets_in_this_area__2e02abed52,political club2 meets in this area,sport club2 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7926,0.875,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7611,related_but_distinct,keep_separate,none,0.9,Political club vs sport club meeting in area; related but distinct club types.,0.845,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__9152d4fa0261,attr_life_context_and_constraints__how_much_money_contributed_in_health__b8c2e2a706,attr_life_context_and_constraints__how_much_money_contributed_in_work_related_org__59f296d450,how much money contributed in health,how much money contributed in work-related org,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8243,0.8049,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.761,related_but_distinct,keep_separate,none,0.9,Money contributed to health vs work-related org; related but distinct contributions.,0.844,openai,gpt-4.1-mini,0.522
pair_attr_demographics_and_population_ima__attr_demographics_and_population_ima__4d581c1c2f67,attr_demographics_and_population__image_of_god_as_mother__d822b05fa9,attr_demographics_and_population__image_of_god_as_spouse__3d60d02bbe,image of god as mother,image of god as spouse,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8183,0.8182,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.761,related_but_distinct,keep_separate,none,0.9,Image of God as mother vs spouse; related but distinct relational roles.,0.8442,openai,gpt-4.1-mini,0.522
pair_attr_demographics_and_population_pre__attr_demographics_and_population_pre__a431b70afab9,attr_demographics_and_population__presence_of_persons_65_years_and_over_in_household_unw__e2ae5fdb6e,attr_demographics_and_population__presence_of_persons_under_18_years_in_household_unweig__5f89348731,Presence of persons 65 years and over in household (unweighted),Presence of persons under 18 years in household (unweighted),Demographics & Population Grounding,Demographics & Population Grounding,household composition and household language,household composition and household language,0.8058,0.8455,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.761,inverse_pole,keep_separate,symmetric,0.95,Presence of persons 65+ vs under 18 in household are opposite age group indicators.,0.867,openai,gpt-4.1-mini,0.817
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__b156cdf55150,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_political_club2__7cec8b4179,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club4__a357b039c8,how many years r been a member of political club2,how many years r been a member of service club4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8019,0.8542,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.761,related_but_distinct,keep_separate,none,0.9,Years as member of political vs service clubs; related but distinct club types.,0.8446,openai,gpt-4.1-mini,0.522
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__599c1aac0ace,attr_worldview_beliefs_and_attitu__number_of_black_r_trust__673e041336,attr_worldview_beliefs_and_attitu__number_of_gay_r_trust__e6f6741f1c,number of black r trust,number of gay r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7976,0.8636,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.761,related_but_distinct,keep_separate,none,0.9,Number of black vs gay individuals trusted; related but distinct social groups.,0.8448,openai,gpt-4.1-mini,0.522
pair_attr_social_identity_relationship_re__attr_social_identity_relationship_re__82ec871efefb,attr_social_identity_relationship__respondent_s_relationship_to_2nd_closest_suicide__8139d1bb28,attr_social_identity_relationship__respondent_s_relationship_to_3rd_closest_murderee__a6b95c96fe,respondent's relationship to 2nd closest suicide,respondent's relationship to 3rd closest murderee,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.7921,0.866,0.7257,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.761,related_but_distinct,keep_separate,none,0.9,Relationship to different victims; related but distinct individuals.,0.8451,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_pe__attr_life_context_and_constraints_pe__efcce71dcd5e,attr_life_context_and_constraints__person_1_is_member_of_r_s_group__bbe3326f9a,attr_life_context_and_constraints__person_1_is_r_s_family_member__f6cdefa715,person #1 is member of r's group,person #1 is r's family member,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8874,0.6129,0.7973,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7609,related_but_distinct,keep_separate,none,0.9,Person #1 as member of group vs family member; related but distinct relationships.,0.8429,openai,gpt-4.1-mini,0.522
pair_attr_values_goals_and_motivations_vo__attr_values_goals_and_motivations_vo__290143bb0878,attr_values_goals_and_motivations__volunteered_other_kinds_past_12_month__515648c164,attr_values_goals_and_motivations__volunteered_political_activities_past_12_month__18554c115f,volunteered other kinds past 12 month,volunteered political activities past 12 month,"Values, Goals & Motivations","Values, Goals & Motivations",values goals and motivations,values goals and motivations,0.8613,0.7229,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7609,related_but_distinct,keep_separate,none,0.9,Volunteering in different activity types; related but distinct activities.,0.8428,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_go__attr_life_context_and_constraints_go__3223757a2046,attr_life_context_and_constraints__govt_investigate_workers_alcohol_use__5e9a68b050,attr_life_context_and_constraints__govt_investigate_workers_crime_records__bbccb20622,govt investigate workers alcohol use,govt investigate workers crime records,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.846,0.7568,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7609,related_but_distinct,keep_separate,none,0.9,Government investigations of different worker behaviors; related but distinct investigations.,0.8433,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__893cf2f8318f,attr_life_context_and_constraints__how_often_visit_father__83fded038f,attr_life_context_and_constraints__how_often_visit_sister__6c6c69909d,how often visit father,how often visit sister,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7974,0.8636,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7609,related_but_distinct,keep_separate,none,0.9,Frequency of visiting different family members; related but distinct relationships.,0.8447,openai,gpt-4.1-mini,0.522
pair_attr_cognitive_and_capability_pro_fr__attr_cognitive_and_capability_pro_no__daeba732edfa,attr_cognitive_and_capability_pro__frequency_of_internet_use_over_past_12_months__3e602d6a06,attr_cognitive_and_capability_pro__no_internet_use_over_past_12_months_due_to_lack_of_uti__9306bc7621,frequency of internet use over past 12 months,no internet use over past 12 months due to lack of utility/importance,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.7581,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7609,inverse_pole,keep_separate,symmetric,0.9,Frequency of internet use vs no internet use due to lack of utility; conceptual opposites.,0.8159,openai,gpt-4.1-mini,0.774
pair_attr_cognitive_and_capability_pro_pr__attr_cognitive_and_capability_pro_pr__41948b9b7285,attr_cognitive_and_capability_pro__programming_f__28ab3bed00,attr_cognitive_and_capability_pro__programming_kotlin__31eef3d38e,Programming: F#,Programming: Kotlin,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.6933,1.0,0.5308,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7609,related_but_distinct,keep_separate,none,0.85,Proficiency in different programming languages; related but distinct skills.,0.7936,openai,gpt-4.1-mini,0.493
