source_final_attribute_id,target_final_attribute_id,source_label,target_label,relation_type,edge_weight,max_llm_confidence,supporting_pair_count,supporting_pair_ids_json
attr_personality_traits__do_not_give_up_easily__6a5adb2498,attr_personality_traits__give_up_easily__443701ad3e,Do not give up easily.,Give up easily.,inverse_pole,0.817,0.95,1,"[""pair_attr_personality_traits_do_not_give__attr_personality_traits_give_up_easi__5705f4442eb6""]"
attr_domain_specific_overlays__liking_for_canada__c7287c9020,attr_domain_specific_overlays__liking_for_china__c42d1962d5,liking for canada,liking for china,related_but_distinct,0.522,0.9,1,"[""pair_attr_domain_specific_overlays_liking__attr_domain_specific_overlays_liking__dfe1037d11f1""]"
attr_personality_traits__forget_appointments__c6573a29b3,attr_personality_traits__seldom_forget_appointments__fcf880550d,Forget appointments.,Seldom forget appointments.,inverse_pole,0.817,0.95,1,"[""pair_attr_personality_traits_forget_appoi__attr_personality_traits_seldom_forge__75f02e54676b""]"
attr_demographics_and_population__race_of_aids_victim_closest_to_r__dc04551e7a,attr_demographics_and_population__race_of_suicide_victim_closest_to_r__1eb340a6c1,race of aids victim closest to r,race of suicide victim closest to r,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_rac__attr_demographics_and_population_rac__4cf318eb7795""]"
attr_demographics_and_population__r_1st_sibling_alive__e60ae838b7,attr_demographics_and_population__r_9th_sibling_alive__4a1ab28b8b,r 1st sibling alive?,r 9th sibling alive?,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_r_1__attr_demographics_and_population_r_9__5500f942c07e""]"
attr_life_context_and_constraints__how_serious_his_her_mental_health_problem_was__16a4a0fea8,attr_life_context_and_constraints__mental_health__ba1a9c3cb4,how serious his her mental health problem was,Mental health,narrower_than,0.663,0.85,1,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_me__5f0e2e9dbbcf""]"
attr_personality_traits__have_thought_about_writing_a_suicide_note__93cfa91821,attr_personality_traits__have_written_a_suicide_note__ae297261cd,Have thought about writing a suicide note.,Have written a suicide note.,broader_than,0.702,0.9,1,"[""pair_attr_personality_traits_have_thought__attr_personality_traits_have_written__07e827dd90ed""]"
merged_attr_9096136d149c,merged_attr_5d042f2d0e30,cause of religious change2,religious change experience1,related_but_distinct,0.522,0.9,4,"[""pair_attr_worldview_beliefs_and_attitu_ca__attr_worldview_beliefs_and_attitu_re__3beb9f6691eb"", ""pair_attr_worldview_beliefs_and_attitu_ca__attr_worldview_beliefs_and_attitu_re__610273d18417"", ""pair_attr_worldview_beliefs_and_attitu_ca__attr_worldview_beliefs_and_attitu_re__b90ba4451b60"", ""pair_attr_worldview_beliefs_and_attitu_ca__attr_worldview_beliefs_and_attitu_re__bfe35910e699""]"
attr_life_context_and_constraints__how_many_r_belongs_to_veterans_groups__ca435b36df,attr_life_context_and_constraints__r_belongs_to_more_than_one_veterans_groups__ac082f8398,how many r belongs to veterans groups,r belongs to more than one veterans groups,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_r__bba473873c64""]"
attr_personality_traits__can_control_the_outcome_of_events__077f912272,attr_personality_traits__can_predict_the_outcome_of_events__0cff2ce91a,Can control the outcome of events.,Can predict the outcome of events.,related_but_distinct,0.522,0.9,1,"[""pair_attr_personality_traits_can_control__attr_personality_traits_can_predict__6b58c229ed1f""]"
attr_personality_traits__can_t_stand_nosey_people__e6c4fbbd2b,attr_personality_traits__can_t_stand_pushy_people__241ed7d377,Can't stand nosey people.,Can't stand pushy people.,related_but_distinct,0.522,0.9,1,"[""pair_attr_personality_traits_can_t_stand__attr_personality_traits_can_t_stand__f594fe942f15""]"
merged_attr_230805af8bb6,attr_personality_traits__let_others_do_the_work__65aa005f7b,Let others have the credit.,Let others do the work.,related_but_distinct,0.493,0.85,1,"[""pair_attr_personality_traits_let_other_pe__attr_personality_traits_let_others_d__2ed88bd5a9c7""]"
attr_worldview_beliefs_and_attitu__r_active_in_church_group__abd0f608df,merged_attr_7c181fc744de,r active in church group,r active in service group,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_r__attr_worldview_beliefs_and_attitu_r__ea1dba44947f""]"
attr_worldview_beliefs_and_attitu__in_last_month_listen_gothic_music_on_web__b06f4c3041,attr_worldview_beliefs_and_attitu__in_last_month_listen_rap_music_on_web__54d8d42d5b,in last month listen gothic music on web,in last month listen rap music on web,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_in__attr_worldview_beliefs_and_attitu_in__7b8f1841b953""]"
attr_demographics_and_population__percentage_black_living_in_r_s_community__779d63aae3,attr_demographics_and_population__percentage_hispanic_living_in_r_s_community__ef88942acd,percentage black living in r's community,percentage hispanic living in r's community,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_per__attr_demographics_and_population_per__9d217c2c16f8""]"
merged_attr_ebc463aa4249,attr_demographics_and_population__black_or_african_american_recode_black_alone_or_in_com__ecc027850e,American Indian and Alaska Native recode (American Indian and Alaska Native alone or in combination with one or more other races),Black or African American recode (Black alone or in combination with one or more other races),related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_ame__attr_demographics_and_population_bla__f54c57ae08bc""]"
attr_life_context_and_constraints__give_kid_prozac_if_is_hostile__7d4dd05c87,attr_life_context_and_constraints__give_kid_prozac_if_is_talking_about_suicide__a863873c1c,give kid prozac if is hostile,give kid prozac if is talking about suicide,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_gi__attr_life_context_and_constraints_gi__0781811048b4""]"
attr_personality_traits__cognitive_failures__97e12f8d69,attr_personality_traits__cognitive_problems__2d20ec0efd,Cognitive Failures,Cognitive Problems,related_but_distinct,0.522,0.9,1,"[""pair_attr_personality_traits_cognitive_fa__attr_personality_traits_cognitive_pr__46bc31484d2e""]"
attr_life_context_and_constraints__govt_investigate_workers_alcohol_use__5e9a68b050,attr_life_context_and_constraints__govt_investigate_workers_mental_health__da830db8e0,govt investigate workers alcohol use,govt investigate workers mental health,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_go__attr_life_context_and_constraints_go__0cb49db5ced8""]"
attr_worldview_beliefs_and_attitu__r_active_in_veteran_group__3e8d66626b,merged_attr_fb030ae93510,r active in veteran group,r active in youth group,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_r__attr_worldview_beliefs_and_attitu_r__17eb4510fd08""]"
attr_worldview_beliefs_and_attitu__how_much_ought_justice_make__92445fd772,attr_worldview_beliefs_and_attitu__how_much_ought_lawyer_make__ac57b60b29,how much ought justice make,how much ought lawyer make,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__6251939f4013""]"
attr_life_context_and_constraints__mothers_census_occupation_code_1980__45efc0182f,attr_life_context_and_constraints__respondent_s_census_occupation_code_1980__de2b7a9c1b,mothers census occupation code (1980),respondent's census occupation code (1980),related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_mo__attr_life_context_and_constraints_re__827464a9a6ee""]"
attr_personality_traits__seldom_get_emotional__7a1bf82ee7,attr_personality_traits__seldom_get_mad__1ad0135d36,Seldom get emotional.,Seldom get mad.,related_but_distinct,0.522,0.9,1,"[""pair_attr_personality_traits_seldom_get_e__attr_personality_traits_seldom_get_m__bd4f7403b341""]"
attr_domain_specific_overlays__who_would_r_has_voted_for_in_2000_election__a814e0c6bc,attr_domain_specific_overlays__who_would_r_have_voted_for_1996_election__4b9b468b95,who would r has voted for in 2000 election,who would r have voted for-1996 election,related_but_distinct,0.522,0.9,1,"[""pair_attr_domain_specific_overlays_who_wo__attr_domain_specific_overlays_who_wo__0631a3f083c2""]"
attr_behavioral_patterns_and_pref__how_often_does_r_contact_god_parents__67988d8c46,attr_behavioral_patterns_and_pref__how_often_does_r_contact_parents_in_law__9c31ff72f2,how often does r contact god-parents,how often does r contact parents-in-law,related_but_distinct,0.522,0.9,1,"[""pair_attr_behavioral_patterns_and_pref_ho__attr_behavioral_patterns_and_pref_ho__18cc711de8a0""]"
attr_domain_specific_overlays__number_of_gay_r_is_acquainted_with__959e8c7037,attr_domain_specific_overlays__number_of_keith_r_is_acquainted_with__eb90bf925c,number of gay r is acquainted with,number of keith r is acquainted with,related_but_distinct,0.522,0.9,1,"[""pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__5168daa10948""]"
attr_life_context_and_constraints__will_give_kid_med_because_kid_talked_suicide__be2e35c51b,attr_life_context_and_constraints__will_give_kid_med_because_school_trouble__b19bbce2b9,will give kid med because kid talked suicide,will give kid med because school trouble,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_wi__attr_life_context_and_constraints_wi__68136380c128""]"
merged_attr_7c181fc744de,merged_attr_fb030ae93510,r active in service group,r active in youth group,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_r__attr_worldview_beliefs_and_attitu_r__2bee5835efd4""]"
attr_life_context_and_constraints__r_sought_health_information_newspaper_articles__d0f80630d4,attr_life_context_and_constraints__r_sought_health_information_tv_or_radio__e783c38b22,r sought health information newspaper articles,r sought health information tv or radio,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_r__attr_life_context_and_constraints_r__104be320bc95""]"
attr_worldview_beliefs_and_attitu__number_of_janitor_r_trust__3913cba9b2,attr_worldview_beliefs_and_attitu__number_ofjose_r_trust__ce45297a76,number of janitor r trust,number ofjose r trust,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__ed9970db6ce1""]"
attr_demographics_and_population__men_benefit_from_traditional_family__d80da0db79,attr_demographics_and_population__men_hurt_from_traditional_family__dd3d42fcc8,men benefit from traditional family,men hurt from traditional family,inverse_pole,0.817,0.95,1,"[""pair_attr_demographics_and_population_men__attr_demographics_and_population_men__094940461ef8""]"
attr_domain_specific_overlays__number_of_father_deaths__bd9b74bafb,attr_domain_specific_overlays__number_of_partner_deaths__be0e2e9b49,number of father deaths,number of partner deaths,related_but_distinct,0.522,0.9,1,"[""pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__dfeebbdf13fa""]"
attr_domain_specific_overlays__number_of_black_r_is_acquainted_with__0fc04cd956,attr_domain_specific_overlays__number_of_brenda_r_is_acquainted_with__3a5e756935,number of black r is acquainted with,number of brenda r is acquainted with,related_but_distinct,0.522,0.9,1,"[""pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__ad971351fbb6""]"
attr_domain_specific_overlays__music_bluegrass__a7b9e266d4,attr_domain_specific_overlays__music_r_and_b__111d79973e,Music: Bluegrass,Music: R&B,related_but_distinct,0.493,0.85,1,"[""pair_attr_domain_specific_overlays_music__attr_domain_specific_overlays_music__a3206dbc15b0""]"
attr_personality_traits__have_been_arrested_at_least_once_in_the_past__11a182ba49,attr_personality_traits__have_been_arrested_multiple_times__a958b3793b,Have been arrested at least once in the past.,Have been arrested multiple times.,narrower_than,0.702,0.9,1,"[""pair_attr_personality_traits_have_been_ar__attr_personality_traits_have_been_ar__92103e7f9561""]"
attr_life_context_and_constraints__hours_per_week_using_work_computer_personal_int__4583b4f687,attr_life_context_and_constraints__minutes_per_week_using_work_computer_email__36f2446b95,hours per week using work computer personal int,minutes per week using work computer email,broader_than,0.741,0.95,1,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_mi__cab9212e0816""]"
attr_worldview_beliefs_and_attitu__r_active_in_school_fraternity__4e14bb210b,merged_attr_7c181fc744de,r active in school fraternity,r active in service group,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_r__attr_worldview_beliefs_and_attitu_r__113ad7054fd2""]"
attr_worldview_beliefs_and_attitu__number_of_asian_r_trust__ba0bb0cfc6,attr_worldview_beliefs_and_attitu__number_of_black_r_trust__673e041336,number of asian r trust,number of black r trust,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__eaf2ef40a128""]"
merged_attr_1e3a3c094e86,attr_worldview_beliefs_and_attitu__would_go_to_politics_site_for_information_on_ca__8cb1d8e914,would go to candidate site for information on c,would go to politics site for information on ca,related_but_distinct,0.522,0.9,2,"[""pair_attr_worldview_beliefs_and_attitu_wo__attr_worldview_beliefs_and_attitu_wo__b3a40000ce17"", ""pair_attr_worldview_beliefs_and_attitu_wo__attr_worldview_beliefs_and_attitu_wo__b06b30bc5f1c""]"
attr_life_context_and_constraints__second_mention_of_problem__19f94d4f16,attr_life_context_and_constraints__third_mention_to_help_problem__e0d8c717f5,second mention of problem,third mention to help problem,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_se__attr_life_context_and_constraints_th__2c034e633147""]"
attr_life_context_and_constraints__1st_mention_what_nervous_breakdown_is_asserted__a31ea505b9,attr_life_context_and_constraints__2nd_mention_what_nervous_breakdown_is_symptoms__eae103a05b,"1st mention, what nervous breakdown is, asserted","2nd mention, what nervous breakdown is, symptoms",related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_1s__attr_life_context_and_constraints_2n__499d235a5d51""]"
