mapping_candidate_id,extended_candidate_id,extended_source,extended_label,extended_category,canonical_attribute_id,canonical_label,canonical_category,heuristic_score,proposed_mapping_weight,weight_basis,shared_token_count,llm_status
map_deeppersona_auto_extract_health_dp_health_sensory_ab__attr_life_context_and_constraints_fitness_level_8ade,deeppersona_auto_extract__health_dp_health_sensory_abilities__fe0e15911a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sensory Abilities,Life Context & Constraints,attr_life_context_and_constraints__fitness_level__8ade53802f,Fitness level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_entrepren__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_entrepreneurial_interests__58c8020c0a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Entrepreneurial Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_adventure__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_adventure_activities__0c3e449ca6,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Adventure Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_alternati__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_alternative_practices__d7a8b871b3,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Alternative Practices,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_food_pref__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_food_preferences__09ba2e5f61,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Food Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_energy_so__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_energy_solutions__a2d59c1ac8,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Energy Solutions,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_body_art__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_body_art__861a1e6f78,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Body Art,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_environme__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_environmental_awareness__0bac571d3d,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Environmental Awareness,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_animal_ca__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_animal_care__1a4e93c504,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Animal Care,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_physiology__attr_life_context_and_constraints_value_health_02652,deeppersona_auto_extract__health_dp_health_physiology__099d5d54e2,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Physiology,Life Context & Constraints,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_physiology__attr_life_context_and_constraints_energy_level_3ca74,deeppersona_auto_extract__health_dp_health_physiology__099d5d54e2,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Physiology,Life Context & Constraints,attr_life_context_and_constraints__energy_level__3ca74ae91c,Energy level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_physiology__attr_life_context_and_constraints_fitness_level_8ade,deeppersona_auto_extract__health_dp_health_physiology__099d5d54e2,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Physiology,Life Context & Constraints,attr_life_context_and_constraints__fitness_level__8ade53802f,Fitness level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fitness_m__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_fitness_motivation__d9559a8ff4,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Fitness Motivation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fitness_m__attr_behavioral_patterns_and_pref_interest_fitness_e,deeppersona_auto_extract__lifestyle_dp_life_fitness_motivation__d9559a8ff4,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Fitness Motivation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_fitness__e3cfbb4571,Interest: Fitness,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_food_and__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_food_and_nutrition__a93cfa17a8,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Food and Nutrition,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_event_pre__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_event_preferences__7d655f1ab0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Event Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_cognitive__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_cognitive_activities__1e9f19f97f,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Cognitive Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_body_modi__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_body_modification__3a8ad45873,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Body Modification,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_domestic__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_domestic_activities__6d684bd39c,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Domestic Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_advocacy__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_advocacy__40819f39ad,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Advocacy,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_exercise__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_exercise_and_fitness__f9aafbd56d,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Exercise and Fitness,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_exercise__attr_behavioral_patterns_and_pref_interest_fitness_e,deeppersona_auto_extract__lifestyle_dp_life_exercise_and_fitness__f9aafbd56d,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Exercise and Fitness,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_fitness__e3cfbb4571,Interest: Fitness,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_outdoor_a__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_outdoor_activities__e7046489aa,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Outdoor Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_exercise__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_exercise_modalities__edf6576af7,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Exercise Modalities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_current_he__attr_life_context_and_constraints_value_health_02652,deeppersona_auto_extract__health_dp_health_current_health__8afecdf9d3,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Current Health,Life Context & Constraints,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_current_he__attr_life_context_and_constraints_energy_level_3ca74,deeppersona_auto_extract__health_dp_health_current_health__8afecdf9d3,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Current Health,Life Context & Constraints,attr_life_context_and_constraints__energy_level__3ca74ae91c,Energy level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
