node_id,node_type,label,category,subcategory,size,node_weight,evidence_weight,weight_basis,quality_tier,source_count
attr_personality_traits__i_am_dependable_and_steady__20b4c8f95e,attribute,I am dependable and steady,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_dominant_and_i_act_as_a_leader__21972b40b2,attribute,"I am dominant, and I act as a leader",Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_emotionally_sensitive_i_get_easily_upset__7b95dd17f0,attribute,I am emotionally sensitive. I get easily upset,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_full_of_energy__110baf0804,attribute,I am full of energy,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_less_active_than_others__3ad02888a9,attribute,I am less active than others,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_organized_i_like_to_keep_things_in_order__6f043d2770,attribute,I am organized. I like to keep things in order.,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_original_i_come_up_with_new_ideas__eb152a22d8,attribute,I am original. I come up with new ideas,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_outgoing_and_sociable__3f6516a630,attribute,I am outgoing and sociable,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_relaxed_i_handle_stress_well__896cd94f1f,attribute,I am relaxed. I handle stress well,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_respectful_i_treat_others_with_dignity__ef6a92c491,attribute,I am respectful. I treat others with dignity,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_am_sometimes_rude_to_others__9ade456ae6,attribute,I am sometimes rude to others,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_avoid_intellectual_and_philosophical_discussions__7761d94b41,attribute,I avoid intellectual and philosophical discussions,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_can_be_tense__f31c96b823,attribute,I can be tense,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_feel_little_sympathy_for_others__db308fb179,attribute,I feel little sympathy for others,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_have_few_artistic_interests__9894f28d5b,attribute,I have few artistic interests,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_have_little_interest_in_abstract_ideas__230b085827,attribute,I have little interest in abstract ideas,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_leave_a_mess_and_tend_to_not_clean_up__79c6161db0,attribute,I leave a mess and tend to not clean up,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_like_to_start_arguments_with_others__bfb60b9950,attribute,I like to start arguments with others,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_prefer_to_have_others_take_charge__d72ebd51f3,attribute,I prefer to have others take charge,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_rarely_feels_anxious_or_afraid__374130f72b,attribute,I rarely feels anxious or afraid,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_stay_calm_in_difficult_situations__242ae433c2,attribute,I stay calm in difficult situations,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_tend_to_be_quiet__e399dcd8bd,attribute,I tend to be quiet,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_value_art_and_beauty__d78c05adf8,attribute,I value art and beauty,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_work_carefully_to_avoid_making_mistakes__5b427e1f97,attribute,I work carefully to avoid making mistakes,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__i_worry_a_lot__5b7264b26c,attribute,I worry a lot,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__sometimes_i_behave_irresponsibly__9f8a220086,attribute,Sometimes I behave irresponsibly,Personality Traits,big five personality traits,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_personality_traits__absorption__a70bce5e20,attribute,Absorption,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__abstract_thinking__dec75d58eb,attribute,Abstract thinking,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__achievement_striving__0edd5761b5,attribute,Achievement Striving,Personality Traits,facet map personality facets,3,2.0732,0.8688,quality tier * source support * candidate support,A,3
attr_personality_traits__aesthetics__2055ac4522,attribute,Aesthetics,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__affability__0c7241fd6b,attribute,Affability,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__aggression__6f355a1285,attribute,Aggression,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__altruism__1bdc05b29e,attribute,Altruism,Personality Traits,facet map personality facets,4,2.4012,0.9202,quality tier * source support * candidate support,A,4
attr_personality_traits__anger__dc515fd168,attribute,Anger,Personality Traits,facet map personality facets,3,2.0732,0.8688,quality tier * source support * candidate support,A,3
attr_personality_traits__assertive__ec0e446d75,attribute,Assertive,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__attention_seeking__f052b15dd9,attribute,Attention-seeking,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__callous__af80f4ce8d,attribute,Callous,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__courageous__b5645fd458,attribute,Courageous,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__critical__833fbccc2e,attribute,Critical,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__dependability__97f76d3f27,attribute,Dependability,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__detail_conscious__9bbc4d9421,attribute,Detail Conscious,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__dishonest_opportunism__5ac84222c8,attribute,Dishonest-Opportunism,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_personality_traits__distractibility__304acc5cec,attribute,Distractibility,Personality Traits,facet map personality facets,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
